Departure,Average,Ratio,Class
5:00AM,63,1.0,1
5:15AM,63,1.0,1
5:30AM,62,0.9841269841269841,1
5:45AM,59,0.9365079365079365,1
6:00AM,54,0.8571428571428571,1
6:15AM,47,0.746031746031746,1.33
6:30AM,41,0.6507936507936508,1.33
6:45AM,36,0.5714285714285714,1.33
7:00AM,34,0.5396825396825397,1.33
7:15AM,29,0.4603174603174603,2
7:30AM,25,0.3968253968253968,2
7:45AM,23,0.36507936507936506,2
8:00AM,24,0.38095238095238093,2
8:15AM,26,0.4126984126984127,2
8:30AM,28,0.4444444444444444,2
8:45AM,30,0.47619047619047616,2
9:00AM,35,0.5555555555555556,1.33
9:15AM,44,0.6984126984126984,1.33
9:30AM,47,0.746031746031746,1.33
9:45AM,47,0.746031746031746,1.33
10:00AM,50,0.7936507936507936,1
10:15AM,52,0.8253968253968254,1
10:30AM,53,0.8412698412698413,1
10:45AM,53,0.8412698412698413,1
11:00AM,54,0.8571428571428571,1
11:15AM,54,0.8571428571428571,1
11:30AM,55,0.873015873015873,1
11:45AM,53,0.8412698412698413,1
12:00PM,54,0.8571428571428571,1
12:15PM,54,0.8571428571428571,1
12:30PM,53,0.8412698412698413,1
12:45PM,53,0.8412698412698413,1
1:00PM,55,0.873015873015873,1
1:15PM,56,0.8888888888888888,1
1:30PM,54,0.8571428571428571,1
1:45PM,54,0.8571428571428571,1
2:00PM,54,0.8571428571428571,1
2:15PM,54,0.8571428571428571,1
2:30PM,53,0.8412698412698413,1
2:45PM,50,0.7936507936507936,1
3:00PM,48,0.7619047619047619,1
3:15PM,45,0.7142857142857143,1.33
3:30PM,40,0.6349206349206349,1.33
3:45PM,36,0.5714285714285714,1.33
4:00PM,33,0.5238095238095238,1.33
4:15PM,31,0.49206349206349204,2
4:30PM,31,0.49206349206349204,2
4:45PM,29,0.4603174603174603,2
5:00PM,29,0.4603174603174603,2
5:15PM,28,0.4444444444444444,2
5:30PM,28,0.4444444444444444,2
5:45PM,29,0.4603174603174603,2
6:00PM,31,0.49206349206349204,2
6:15PM,33,0.5238095238095238,1.33
6:30PM,36,0.5714285714285714,1.33
6:45PM,40,0.6349206349206349,1.33
