Departure,Average,Ratio,Class
5:00AM,62,0.9841269841269841,1
5:15AM,63,1.0,1
5:30AM,63,1.0,1
5:45AM,63,1.0,1
6:00AM,63,1.0,1
6:15AM,61,0.9682539682539683,1
6:30AM,62,0.9841269841269841,1
6:45AM,62,0.9841269841269841,1
7:00AM,62,0.9841269841269841,1
7:15AM,62,0.9841269841269841,1
7:30AM,61,0.9682539682539683,1
7:45AM,61,0.9682539682539683,1
8:00AM,61,0.9682539682539683,1
8:15AM,61,0.9682539682539683,1
8:30AM,62,0.9841269841269841,1
8:45AM,62,0.9841269841269841,1
9:00AM,60,0.9523809523809523,1
9:15AM,61,0.9682539682539683,1
9:30AM,60,0.9523809523809523,1
9:45AM,60,0.9523809523809523,1
10:00AM,57,0.9047619047619048,1
10:15AM,60,0.9523809523809523,1
10:30AM,62,0.9841269841269841,1
10:45AM,57,0.9047619047619048,1
11:00AM,59,0.9365079365079365,1
11:15AM,59,0.9365079365079365,1
11:30AM,59,0.9365079365079365,1
11:45AM,58,0.9206349206349206,1
12:00PM,58,0.9206349206349206,1
12:15PM,60,0.9523809523809523,1
12:30PM,58,0.9206349206349206,1
12:45PM,55,0.873015873015873,1
1:00PM,56,0.8888888888888888,1
1:15PM,60,0.9523809523809523,1
1:30PM,59,0.9365079365079365,1
1:45PM,59,0.9365079365079365,1
2:00PM,58,0.9206349206349206,1
2:15PM,57,0.9047619047619048,1
2:30PM,58,0.9206349206349206,1
2:45PM,60,0.9523809523809523,1
3:00PM,60,0.9523809523809523,1
3:15PM,61,0.9682539682539683,1
3:30PM,61,0.9682539682539683,1
3:45PM,58,0.9206349206349206,1
4:00PM,58,0.9206349206349206,1
4:15PM,57,0.9047619047619048,1
4:30PM,53,0.8412698412698413,1
4:45PM,52,0.8253968253968254,1
5:00PM,50,0.7936507936507936,1
5:15PM,46,0.7301587301587301,1.33
5:30PM,46,0.7301587301587301,1.33
5:45PM,47,0.746031746031746,1.33
6:00PM,49,0.7777777777777778,1
6:15PM,53,0.8412698412698413,1
6:30PM,56,0.8888888888888888,1
6:45PM,59,0.9365079365079365,1
