Date,County,COV_S_bed,COV_S_ICU,COV_C_bed,COV_C_ICU,COV_Vent,Use_vent,Avail_ICU,Avail_Vent
7/7/2020,Brazoria,10,0,59,27,8,16,1,23
7/7/2020,Chambers,0,0,0,0,0,0,0,1
7/7/2020,Fort Bend,59,11,131,34,22,39,28,93
7/7/2020,Galveston,72,2,158,41,19,42,0,78
7/7/2020,Harris,364,51,1614,659,407,774,35,654
7/7/2020,Liberty,0,0,2,0,0,0,0,3
7/7/2020,Montgomery,41,43,161,53,32,59,16,65
7/8/2020,Brazoria,13,0,49,25,10,12,0,24
7/8/2020,Chambers,0,0,1,0,0,0,0,1
7/8/2020,Fort Bend,56,10,166,45,29,39,23,80
7/8/2020,Galveston,4,0,82,43,24,46,0,75
7/8/2020,Harris,367,53,1541,655,424,694,46,586
7/8/2020,Liberty,0,0,2,0,0,0,0,3
7/8/2020,Montgomery,39,7,173,54,27,52,15,82
7/9/2020,Austin,0,0,0,0,0,0,0,2
7/9/2020,Brazoria,11,0,65,18,11,16,0,23
7/9/2020,Chambers,2,0,1,0,0,0,0,1
7/9/2020,Fort Bend,55,4,158,48,29,44,11,77
7/9/2020,Galveston,18,1,154,41,24,41,1,80
7/9/2020,Harris,337,55,1615,722,441,736,46,665
7/9/2020,Liberty,1,0,2,0,0,0,0,3
7/9/2020,Montgomery,35,5,170,51,27,60,14,77
7/10/2020,Austin,0,0,0,0,0,0,0,2
7/10/2020,Brazoria,9,1,64,16,10,16,1,22
7/10/2020,Chambers,0,0,1,0,0,0,0,1
7/10/2020,Fort Bend,69,6,154,51,27,47,10,66
7/10/2020,Galveston,19,3,145,52,30,44,3,44
7/10/2020,Harris,358,53,1651,713,440,658,30,548
7/10/2020,Liberty,1,0,2,0,0,0,0,3
7/10/2020,Montgomery,33,13,167,53,32,55,13,79
7/11/2020,Austin,0,0,0,0,0,0,0,2
7/11/2020,Brazoria,15,3,59,21,14,18,0,22
7/11/2020,Chambers,1,0,1,0,0,0,0,3
7/11/2020,Fort Bend,53,5,146,53,33,44,11,84
7/11/2020,Galveston,15,0,145,46,30,48,19,40
7/11/2020,Harris,335,36,1622,689,458,757,34,609
7/11/2020,Liberty,0,0,2,0,0,0,0,3
7/11/2020,Montgomery,27,3,192,52,29,47,15,83
7/12/2020,Brazoria,5,3,73,20,15,18,0,20
7/12/2020,Chambers,2,0,1,0,0,0,0,3
7/12/2020,Fort Bend,45,6,150,60,40,44,8,74
7/12/2020,Galveston,12,4,146,51,32,47,1,82
7/12/2020,Harris,294,29,1636,731,453,737,30,583
7/12/2020,Liberty,0,0,2,0,0,0,0,3
7/12/2020,Montgomery,22,8,132,42,23,36,13,59
7/13/2020,Austin,0,0,0,0,0,0,0,2
7/13/2020,Brazoria,14,2,63,14,37,18,0,24
7/13/2020,Chambers,1,0,2,0,0,0,0,3
7/13/2020,Fort Bend,49,9,150,55,40,54,9,70
7/13/2020,Galveston,5,3,135,51,35,53,0,79
7/13/2020,Harris,246,43,1698,709,461,743,42,641
7/13/2020,Liberty,0,0,2,0,0,0,0,3
7/13/2020,Montgomery,29,4,187,58,31,50,21,83
7/14/2020,Austin,0,0,0,0,0,0,0,2
7/14/2020,Brazoria,9,0,59,17,11,21,0,19
7/14/2020,Chambers,0,0,2,0,0,0,0,3
7/14/2020,Fort Bend,47,5,157,61,44,59,6,63
7/14/2020,Galveston,19,4,139,56,34,57,0,31
7/14/2020,Harris,370,23,1670,676,447,791,28,660
7/14/2020,Liberty,0,0,2,0,0,0,0,3
7/14/2020,Montgomery,35,10,184,62,34,63,10,72
7/15/2020,Austin,3,0,1,0,0,0,0,2
7/15/2020,Brazoria,16,0,56,17,10,13,0,26
7/15/2020,Chambers,0,0,2,0,0,0,0,3
7/15/2020,Fort Bend,59,4,147,59,47,64,3,60
7/15/2020,Galveston,4,1,140,55,35,55,2,33
7/15/2020,Harris,404,59,1630,690,446,757,23,631
7/15/2020,Liberty,2,0,2,0,0,0,0,3
7/15/2020,Montgomery,42,6,168,64,32,62,11,67
7/16/2020,Austin,0,0,1,0,0,0,0,2
7/16/2020,Brazoria,16,1,59,15,9,7,0,22
7/16/2020,Chambers,0,0,0,0,0,0,0,3
7/16/2020,Fort Bend,67,5,131,68,47,66,5,65
7/16/2020,Galveston,18,7,151,59,32,48,0,71
7/16/2020,Harris,312,36,1566,690,455,717,27,623
7/16/2020,Liberty,0,0,0,2,0,0,0,3
7/16/2020,Montgomery,33,3,168,65,32,52,8,82
7/17/2020,Austin,0,0,2,0,0,0,0,2
7/17/2020,Brazoria,6,0,59,14,9,19,3,29
7/17/2020,Chambers,1,0,1,0,0,0,0,3
7/17/2020,Fort Bend,43,5,126,66,46,64,15,63
7/17/2020,Galveston,6,0,141,60,38,50,1,71
7/17/2020,Harris,294,37,1609,698,506,753,37,675
7/17/2020,Liberty,0,0,2,0,1,,,
7/17/2020,Montgomery,29,5,169,61,30,57,5,71
7/18/2020,Brazoria,13,1,59,15,9,20,2,11
7/18/2020,Chambers,1,0,1,0,0,3,0,0
7/18/2020,Fort Bend,47,5,118,64,44,67,20,63
7/18/2020,Galveston,5,2,117,63,39,32,3,56
7/18/2020,Harris,354,31,1441,810,444,746,36,614
7/18/2020,Liberty,0,0,1,0,0,3,0,0
7/18/2020,Montgomery,33,3,178,63,35,62,12,66
7/19/2020,Austin,0,0,0,0,0,0,0,2
7/19/2020,Brazoria,12,0,53,27,14,22,1,22
7/19/2020,Chambers,0,0,1,0,0,0,0,3
7/19/2020,Fort Bend,61,6,142,67,42,65,17,59
7/19/2020,Galveston,11,5,114,45,38,50,5,37
7/19/2020,Harris,219,26,1538,633,450,572,30,605
7/19/2020,Liberty,0,0,1,0,0,0,0,3
7/19/2020,Montgomery,16,4,147,59,37,66,12,71
7/20/2020,Austin,1,0,0,0,0,0,0,2
7/20/2020,Brazoria,8,1,59,18,14,20,1,24
7/20/2020,Chambers,0,0,1,0,0,0,0,3
7/20/2020,Fort Bend,43,4,154,63,43,69,17,61
7/20/2020,Galveston,2,1,95,56,30,43,0,24
7/20/2020,Harris,272,22,1616,703,452,770,56,691
7/20/2020,Liberty,0,0,1,0,0,0,0,3
7/20/2020,Montgomery,24,6,166,57,38,62,12,64
7/21/2020,Austin,0,0,0,0,0,0,0,2
7/21/2020,Brazoria,7,0,51,23,13,21,0,21
7/21/2020,Chambers,0,0,1,0,0,0,0,3
7/21/2020,Fort Bend,47,7,163,63,40,70,16,63
7/21/2020,Galveston,13,1,148,58,38,57,0,76
7/21/2020,Harris,310,30,1458,690,458,793,38,599
7/21/2020,Liberty,0,0,1,0,0,0,0,3
7/21/2020,Montgomery,35,4,166,60,40,70,14,75
7/22/2020,Austin,2,0,0,0,0,,,
7/22/2020,Brazoria,11,1,52,17,11,20,0,21
7/22/2020,Chambers,0,0,0,0,0,0,0,3
7/22/2020,Fort Bend,50,5,147,63,38,63,8,65
7/22/2020,Galveston,5,1,151,66,38,58,0,76
7/22/2020,Harris,313,33,1371,580,388,820,39,637
7/22/2020,Liberty,0,0,0,0,0,0,0,3
7/22/2020,Montgomery,24,1,140,41,34,58,8,67
7/23/2020,Austin,0,0,0,0,0,0,0,2
7/23/2020,Brazoria,7,2,45,19,10,18,2,23
7/23/2020,Chambers,1,0,2,0,0,0,0,3
7/23/2020,Fort Bend,29,4,148,60,43,58,8,73
7/23/2020,Galveston,11,3,140,62,41,58,1,74
7/23/2020,Harris,246,24,1404,662,474,787,32,663
7/23/2020,Liberty,0,0,0,0,0,0,0,3
7/23/2020,Montgomery,42,6,161,56,40,66,9,73
7/24/2020,Brazoria,8,1,44,20,9,19,0,25
7/24/2020,Chambers,1,0,1,0,0,0,0,3
7/24/2020,Fort Bend,27,4,133,59,41,59,15,78
7/24/2020,Galveston,8,4,140,61,35,54,3,33
7/24/2020,Harris,236,34,1370,653,472,850,45,628
7/24/2020,Liberty,0,0,0,0,0,0,0,3
7/24/2020,Montgomery,37,7,154,56,39,66,10,76
7/25/2020,Austin,1,0,0,0,0,0,0,2
7/25/2020,Brazoria,9,3,38,24,10,13,0,18
7/25/2020,Chambers,0,0,1,0,0,0,0,3
7/25/2020,Fort Bend,35,2,130,57,41,61,17,72
7/25/2020,Galveston,16,3,138,63,37,53,0,36
7/25/2020,Harris,291,25,1283,627,475,788,40,592
7/25/2020,Liberty,0,0,0,0,0,0,0,3
7/25/2020,Montgomery,22,2,132,56,42,63,9,68
7/26/2020,Austin,0,0,1,0,0,0,0,2
7/26/2020,Brazoria,6,1,42,21,8,12,0,25
7/26/2020,Chambers,0,0,1,0,0,0,0,3
7/26/2020,Fort Bend,26,3,126,57,39,59,25,72
7/26/2020,Galveston,7,0,140,59,37,50,2,75
7/26/2020,Harris,190,24,1245,637,568,778,30,570
7/26/2020,Liberty,0,0,0,0,0,0,0,3
7/26/2020,Montgomery,28,1,125,53,41,64,12,76
7/27/2020,Brazoria,11,0,48,19,10,13,0,25
7/27/2020,Chambers,0,0,1,0,0,0,0,3
7/27/2020,Fort Bend,34,4,128,58,41,56,6,76
7/27/2020,Galveston,12,2,152,57,34,48,0,73
7/27/2020,Harris,198,28,1285,637,472,767,37,672
7/27/2020,Liberty,0,0,1,0,0,3,0,0
7/27/2020,Montgomery,32,3,130,55,40,67,12,74
7/28/2020,Austin,0,0,1,0,0,0,0,2
7/28/2020,Brazoria,6,2,36,18,9,17,1,21
7/28/2020,Chambers,3,0,2,0,0,0,0,3
7/28/2020,Fort Bend,53,8,117,55,37,54,4,76
7/28/2020,Galveston,13,2,142,57,38,47,5,74
7/28/2020,Harris,296,37,1255,627,469,792,25,643
7/28/2020,Liberty,0,0,1,0,0,0,0,3
7/28/2020,Montgomery,44,3,133,51,38,72,9,70
7/29/2020,Austin,0,0,1,0,0,0,0,2
7/29/2020,Brazoria,11,1,37,18,10,18,0,23
7/29/2020,Chambers,0,0,1,0,0,0,0,3
7/29/2020,Fort Bend,44,4,108,48,36,57,12,70
7/29/2020,Galveston,6,3,131,56,33,46,3,43
7/29/2020,Harris,281,30,1190,623,458,788,29,601
7/29/2020,Liberty,0,0,1,0,0,0,0,3
7/29/2020,Montgomery,27,2,126,50,42,62,5,66
7/30/2020,Austin,1,0,1,0,0,0,0,2
7/30/2020,Brazoria,8,0,33,15,8,14,1,28
7/30/2020,Chambers,0,0,1,0,0,0,0,3
7/30/2020,Fort Bend,33,6,119,45,35,55,26,70
7/30/2020,Galveston,6,5,143,62,36,51,6,38
7/30/2020,Harris,237,20,1123,641,459,712,36,558
7/30/2020,Liberty,0,0,0,0,0,0,0,3
7/30/2020,Montgomery,24,3,113,50,41,63,3,73
7/31/2020,Austin,,,,,,0,0,2
7/31/2020,Brazoria,6,2,30,18,8,15,1,26
7/31/2020,Chambers,0,0,1,0,0,0,0,3
7/31/2020,Fort Bend,36,1,108,43,30,54,8,80
7/31/2020,Galveston,1,3,98,42,26,53,2,14
7/31/2020,Harris,247,28,1004,603,461,786,42,622
7/31/2020,Liberty,0,0,0,0,0,0,0,3
7/31/2020,Montgomery,19,4,113,47,36,63,6,76
8/1/2020,Austin,0,0,1,0,0,0,0,2
8/1/2020,Brazoria,5,1,23,20,9,15,3,22
8/1/2020,Chambers,1,0,2,0,0,0,0,3
8/1/2020,Fort Bend,21,6,96,34,31,55,11,62
8/1/2020,Galveston,7,1,112,51,29,50,4,39
8/1/2020,Harris,244,26,988,583,460,797,51,619
8/1/2020,Liberty,0,0,0,0,0,0,0,3
8/1/2020,Montgomery,24,9,101,43,36,63,5,71
8/2/2020,Austin,1,0,1,0,0,0,0,2
8/2/2020,Brazoria,11,1,21,29,10,19,1,21
8/2/2020,Chambers,0,0,2,0,0,0,0,3
8/2/2020,Fort Bend,14,3,67,30,28,48,7,49
8/2/2020,Galveston,6,1,123,50,32,50,2,76
8/2/2020,Harris,204,19,995,573,436,778,43,648
8/2/2020,Liberty,0,0,0,0,0,0,0,3
8/2/2020,Montgomery,25,5,105,43,35,67,17,76
8/3/2020,Austin,2,0,1,0,0,0,0,0
8/3/2020,Brazoria,9,1,35,22,10,21,1,20
8/3/2020,Chambers,1,0,2,0,0,0,0,3
8/3/2020,Fort Bend,33,5,101,34,30,56,11,46
8/3/2020,Galveston,7,1,116,47,31,48,4,75
8/3/2020,Harris,171,20,905,610,453,788,26,633
8/3/2020,Liberty,0,0,0,0,0,0,0,3
8/3/2020,Montgomery,16,6,120,40,33,68,21,78
8/4/2020,Austin,0,0,1,0,0,0,0,2
8/4/2020,Brazoria,14,0,33,21,10,19,1,22
8/4/2020,Chambers,0,0,0,0,0,0,0,3
8/4/2020,Fort Bend,26,4,88,42,28,50,8,64
8/4/2020,Galveston,3,0,111,49,35,61,4,69
8/4/2020,Harris,213,17,993,582,459,833,35,623
8/4/2020,Liberty,0,0,0,0,0,0,0,3
8/4/2020,Montgomery,25,8,108,42,35,69,17,81
8/5/2020,Austin,1,0,0,0,0,0,0,0
8/5/2020,Brazoria,19,0,26,16,9,18,5,22
8/5/2020,Chambers,1,0,1,0,0,0,0,3
8/5/2020,Fort Bend,21,3,73,38,31,36,7,65
8/5/2020,Galveston,9,5,115,58,34,57,3,69
8/5/2020,Harris,216,23,946,551,434,778,30,611
8/5/2020,Liberty,0,0,0,0,0,0,0,3
8/5/2020,Montgomery,20,0,112,42,33,76,17,238
8/6/2020,Brazoria,15,2,29,13,8,18,0,19
8/6/2020,Chambers,0,0,1,0,0,0,0,3
8/6/2020,Fort Bend,16,0,64,43,33,50,19,64
8/6/2020,Galveston,3,0,108,54,37,57,1,32
8/6/2020,Harris,233,37,948,511,404,757,39,718
8/6/2020,Liberty,0,0,0,0,0,0,0,3
8/6/2020,Montgomery,19,4,109,41,33,61,20,87
8/7/2020,Brazoria,7,0,24,14,8,15,0,23
8/7/2020,Chambers,0,0,1,0,0,0,0,3
8/7/2020,Fort Bend,24,3,74,42,28,42,24,73
8/7/2020,Galveston,8,1,97,53,37,58,1,31
8/7/2020,Harris,255,31,937,520,423,752,38,686
8/7/2020,Liberty,0,0,0,0,0,0,0,3
8/7/2020,Montgomery,19,7,94,39,26,47,21,79
8/8/2020,Austin,0,0,0,,0,0,0,0
8/8/2020,Brazoria,2,0,26,18,9,15,0,26
8/8/2020,Chambers,0,0,0,0,0,0,0,0
8/8/2020,Fort Bend,33,4,67,31,27,42,18,69
8/8/2020,Galveston,6,2,85,52,39,52,5,43
8/8/2020,Harris,217,26,850,487,394,764,43,636
8/8/2020,Liberty,0,0,0,0,0,0,0,3
8/8/2020,Montgomery,33,3,86,38,31,56,13,74
8/9/2020,Austin,0,0,0,0,0,0,0,2
8/9/2020,Brazoria,2,0,21,13,7,16,1,27
8/9/2020,Chambers,0,0,0,0,0,0,0,0
8/9/2020,Fort Bend,17,3,66,29,27,54,12,54
8/9/2020,Galveston,4,1,87,47,37,48,3,44
8/9/2020,Harris,155,17,847,480,368,716,48,691
8/9/2020,Liberty,0,0,0,0,0,0,0,3
8/9/2020,Montgomery,13,4,96,41,21,59,14,56
8/10/2020,Austin,0,0,0,0,0,0,0,2
8/10/2020,Brazoria,1,1,27,12,7,19,3,25
8/10/2020,Chambers,0,0,0,0,0,0,0,3
8/10/2020,Fort Bend,18,0,72,28,27,49,16,61
8/10/2020,Galveston,2,1,91,49,36,51,2,77
8/10/2020,Harris,168,24,785,439,352,726,63,731
8/10/2020,Liberty,0,0,0,0,0,0,0,3
8/10/2020,Montgomery,12,5,93,40,21,65,29,63
8/11/2020,Brazoria,2,4,23,16,7,15,3,27
8/11/2020,Chambers,0,0,0,0,0,0,0,3
8/11/2020,Fort Bend,18,1,62,24,22,42,26,88
8/11/2020,Galveston,1,2,90,50,37,51,3,80
8/11/2020,Harris,210,23,752,479,343,736,66,723
8/11/2020,Liberty,0,0,0,0,0,0,0,3
8/11/2020,Montgomery,29,3,83,38,18,61,30,86
8/12/2020,Austin,0,0,0,0,0,0,0,2
8/12/2020,Brazoria,7,0,23,12,7,13,0,22
8/12/2020,Chambers,0,0,0,0,0,0,0,3
8/12/2020,Fort Bend,18,1,58,36,26,42,19,73
8/12/2020,Galveston,1,1,78,49,32,51,3,81
8/12/2020,Harris,198,21,773,484,342,703,63,703
8/12/2020,Liberty,0,0,0,0,0,0,0,3
8/12/2020,Montgomery,19,2,87,32,21,67,17,76
8/13/2020,Austin,0,0,0,0,0,0,0,0
8/13/2020,Brazoria,10,2,21,18,7,15,2,25
8/13/2020,Chambers,0,0,0,0,0,0,0,3
8/13/2020,Fort Bend,18,3,52,33,25,30,15,50
8/13/2020,Galveston,5,0,79,48,32,48,3,84
8/13/2020,Harris,204,23,747,460,341,690,68,708
8/13/2020,Liberty,0,0,1,0,0,0,0,3
8/13/2020,Montgomery,13,1,61,30,33,58,4,67
8/14/2020,Austin,0,0,0,0,0,0,0,0
8/14/2020,Brazoria,3,1,31,19,7,11,2,28
8/14/2020,Chambers,0,0,0,0,0,0,0,3
8/14/2020,Fort Bend,27,3,62,25,22,47,12,70
8/14/2020,Galveston,3,1,76,44,30,40,6,84
8/14/2020,Harris,209,35,707,456,353,699,81,772
8/14/2020,Liberty,0,0,0,0,0,0,0,3
8/14/2020,Montgomery,22,1,65,34,20,61,14,80
8/15/2020,Austin,1,0,1,0,0,0,0,2
8/15/2020,Brazoria,0,0,21,22,5,12,3,27
8/15/2020,Chambers,0,0,0,0,0,0,0,3
8/15/2020,Fort Bend,19,4,48,23,21,40,14,75
8/15/2020,Galveston,6,3,70,41,34,49,5,46
8/15/2020,Harris,191,19,720,420,308,676,83,790
8/15/2020,Liberty,0,0,0,0,0,0,0,3
8/15/2020,Montgomery,16,2,49,34,19,60,19,81
8/16/2020,Austin,0,0,0,0,0,0,0,2
8/16/2020,Brazoria,2,0,36,14,6,12,2,28
8/16/2020,Chambers,0,0,0,0,0,0,0,3
8/16/2020,Fort Bend,20,3,52,31,22,41,12,70
8/16/2020,Galveston,2,0,86,37,27,42,6,53
8/16/2020,Harris,119,16,613,414,297,659,56,792
8/16/2020,Liberty,0,0,0,0,0,0,0,3
8/16/2020,Montgomery,10,1,67,37,22,67,21,85
8/17/2020,Austin,0,0,0,0,0,0,0,0
8/17/2020,Brazoria,4,1,37,13,6,11,3,27
8/17/2020,Chambers,0,0,0,0,0,0,0,3
8/17/2020,Fort Bend,18,3,55,34,22,43,16,69
8/17/2020,Galveston,7,4,86,39,30,43,6,82
8/17/2020,Harris,142,17,681,424,320,664,58,790
8/17/2020,Liberty,0,0,0,0,0,0,0,3
8/17/2020,Montgomery,16,2,69,36,20,55,16,86
8/18/2020,Austin,0,0,1,0,0,0,0,2
8/18/2020,Brazoria,4,1,27,15,5,13,6,28
8/18/2020,Chambers,0,0,0,0,0,0,0,3
8/18/2020,Fort Bend,24,2,57,29,23,41,17,80
8/18/2020,Galveston,3,1,79,38,29,46,11,79
8/18/2020,Harris,190,21,671,415,282,648,70,749
8/18/2020,Liberty,0,0,0,0,0,0,0,3
8/18/2020,Montgomery,14,3,62,36,23,60,11,87
8/19/2020,Austin,1,0,0,0,0,0,0,2
8/19/2020,Brazoria,9,0,27,12,4,14,4,25
8/19/2020,Chambers,0,0,0,0,0,0,0,3
8/19/2020,Fort Bend,13,1,46,23,20,41,25,67
8/19/2020,Galveston,3,0,69,38,26,38,7,87
8/19/2020,Harris,145,22,594,350,278,667,58,768
8/19/2020,Liberty,0,0,0,0,0,0,0,3
8/19/2020,Montgomery,7,4,55,34,24,69,12,42
8/20/2020,Brazoria,6,0,31,15,6,13,1,19
8/20/2020,Chambers,0,0,0,0,0,0,0,3
8/20/2020,Fort Bend,16,0,39,18,15,36,21,57
8/20/2020,Galveston,4,3,66,38,23,39,10,56
8/20/2020,Harris,159,28,580,348,272,673,72,782
8/20/2020,Liberty,0,0,0,0,0,0,0,3
8/20/2020,Montgomery,24,7,53,33,25,73,12,68
8/21/2020,Austin,0,0,0,0,0,0,0,0
8/21/2020,Brazoria,1,0,32,12,4,12,3,27
8/21/2020,Chambers,0,0,0,0,0,0,0,3
8/21/2020,Fort Bend,15,3,31,20,16,39,22,79
8/21/2020,Galveston,7,0,65,35,22,37,10,58
8/21/2020,Harris,173,24,561,352,262,676,68,746
8/21/2020,Liberty,0,0,1,0,0,0,0,3
8/21/2020,Montgomery,14,3,59,21,26,67,10,53
8/22/2020,Austin,0,0,0,0,0,0,0,2
8/22/2020,Brazoria,0,0,18,17,2,9,3,29
8/22/2020,Chambers,0,0,0,0,0,0,0,3
8/22/2020,Fort Bend,16,2,32,18,16,37,33,72
8/22/2020,Galveston,2,3,79,30,20,35,8,60
8/22/2020,Harris,165,23,532,338,240,657,95,720
8/22/2020,Liberty,0,0,1,0,0,0,0,3
8/22/2020,Montgomery,21,0,52,30,22,56,19,53
8/23/2020,Austin,0,0,0,0,0,0,0,0
8/23/2020,Brazoria,2,6,19,9,3,8,5,30
8/23/2020,Chambers,0,0,0,0,0,0,0,3
8/23/2020,Fort Bend,15,5,32,20,17,39,25,75
8/23/2020,Galveston,3,1,67,15,20,38,7,82
8/23/2020,Harris,149,6,537,308,232,606,89,771
8/23/2020,Liberty,0,0,0,0,0,0,0,3
8/23/2020,Montgomery,14,2,55,30,22,67,31,73
8/24/2020,Brazoria,1,1,20,11,1,6,5,32
8/24/2020,Chambers,0,0,0,0,0,0,0,3
8/24/2020,Fort Bend,14,2,40,18,15,37,26,76
8/24/2020,Galveston,1,0,51,19,18,35,12,81
8/24/2020,Harris,156,28,495,290,237,649,87,781
8/24/2020,Liberty,0,0,0,0,0,0,0,3
8/24/2020,Montgomery,16,5,59,28,21,61,21,76
8/25/2020,Austin,0,0,1,0,0,0,0,2
8/25/2020,Brazoria,0,0,13,15,4,9,4,30
8/25/2020,Chambers,0,0,0,0,0,0,0,3
8/25/2020,Fort Bend,16,3,43,18,16,41,19,65
8/25/2020,Galveston,2,0,59,31,16,29,9,84
8/25/2020,Harris,176,17,523,294,246,625,55,783
8/25/2020,Liberty,0,,0,0,0,0,0,3
8/25/2020,Montgomery,20,2,57,29,22,67,16,82
8/26/2020,Austin,0,0,0,0,0,0,0,0
8/26/2020,Brazoria,1,0,9,14,6,7,2,32
8/26/2020,Chambers,0,0,0,0,0,0,0,3
8/26/2020,Fort Bend,16,2,40,19,18,44,17,68
8/26/2020,Galveston,3,3,52,17,6,17,11,72
8/26/2020,Harris,157,17,454,261,229,670,79,776
8/26/2020,Liberty,0,0,1,0,0,0,0,3
8/26/2020,Montgomery,16,3,47,30,23,59,11,80
8/27/2020,Austin,0,0,0,0,0,0,0,2
8/27/2020,Brazoria,2,1,8,11,6,8,9,28
8/27/2020,Chambers,0,0,0,0,0,0,0,3
8/27/2020,Fort Bend,10,2,40,18,4,49,12,62
8/27/2020,Galveston,0,0,62,15,10,24,20,71
8/27/2020,Harris,140,19,442,297,248,631,87,746
8/27/2020,Liberty,0,0,0,0,0,0,0,3
8/27/2020,Montgomery,16,4,42,30,24,67,19,86
8/28/2020,Brazoria,7,1,12,12,4,5,5,35
8/28/2020,Chambers,0,0,0,0,0,0,0,3
8/28/2020,Fort Bend,17,2,37,19,16,51,20,60
8/28/2020,Galveston,0,1,59,21,12,24,11,71
8/28/2020,Harris,160,19,423,263,229,648,136,805
8/28/2020,Liberty,0,0,0,0,0,0,0,3
8/28/2020,Montgomery,7,3,43,31,24,65,12,86
8/29/2020,Austin,0,0,0,0,0,0,0,0
8/29/2020,Brazoria,7,0,14,11,2,5,8,32
8/29/2020,Chambers,0,0,0,0,0,0,0,3
8/29/2020,Fort Bend,13,0,36,18,16,35,7,34
8/29/2020,Galveston,0,1,49,19,13,22,5,89
8/29/2020,Harris,146,15,371,257,212,580,109,790
8/29/2020,Liberty,0,0,0,0,0,0,0,3
8/29/2020,Montgomery,11,2,36,25,17,71,17,86
8/30/2020,Brazoria,1,1,12,12,2,13,6,24
8/30/2020,Chambers,0,0,0,0,0,0,0,3
8/30/2020,Fort Bend,11,1,33,16,17,54,11,59
8/30/2020,Galveston,2,1,53,18,12,24,5,90
8/30/2020,Harris,108,12,437,264,203,579,95,747
8/30/2020,Liberty,0,0,0,0,0,0,0,3
8/30/2020,Montgomery,14,3,42,25,17,55,16,95
8/31/2020,Austin,0,0,0,0,0,0,0,0
8/31/2020,Brazoria,8,0,13,10,3,4,4,31
8/31/2020,Chambers,0,0,1,0,0,0,0,3
8/31/2020,Fort Bend,0,0,34,16,18,57,21,55
8/31/2020,Galveston,1,1,51,16,11,25,6,82
8/31/2020,Harris,109,28,436,232,216,589,106,786
8/31/2020,Liberty,0,0,0,0,0,0,0,3
8/31/2020,Montgomery,13,4,44,22,14,60,15,81
9/1/2020,Austin,0,0,0,0,0,0,0,0
9/1/2020,Brazoria,4,1,16,11,5,4,2,36
9/1/2020,Chambers,0,0,1,0,0,0,0,3
9/1/2020,Fort Bend,20,4,32,15,16,58,8,51
9/1/2020,Galveston,1,0,48,22,12,30,11,65
9/1/2020,Harris,205,24,420,255,195,598,70,816
9/1/2020,Liberty,0,0,0,0,0,0,0,3
9/1/2020,Montgomery,9,3,31,19,22,63,11,64
9/2/2020,Austin,0,0,0,0,0,0,0,0
9/2/2020,Brazoria,3,2,14,12,3,5,0,36
9/2/2020,Chambers,0,0,1,0,0,0,0,3
9/2/2020,Fort Bend,19,4,27,14,14,54,5,55
9/2/2020,Galveston,5,4,45,24,10,26,2,69
9/2/2020,Harris,138,23,421,244,195,609,64,838
9/2/2020,Liberty,0,0,0,0,0,0,0,3
9/2/2020,Montgomery,4,3,40,18,11,60,21,64
9/3/2020,Austin,0,0,0,0,0,0,0,2
9/3/2020,Brazoria,2,0,12,7,2,4,2,31
9/3/2020,Chambers,0,0,0,0,0,0,0,3
9/3/2020,Fort Bend,17,4,28,16,15,54,13,52
9/3/2020,Galveston,3,0,53,21,14,30,4,65
9/3/2020,Harris,139,25,367,258,203,541,76,756
9/3/2020,Liberty,0,0,0,0,0,0,0,3
9/3/2020,Montgomery,13,1,34,20,12,64,22,71
9/4/2020,Austin,0,0,0,0,0,0,0,0
9/4/2020,Brazoria,6,1,12,9,3,6,7,34
9/4/2020,Chambers,0,0,0,0,0,0,0,3
9/4/2020,Fort Bend,21,8,21,11,11,52,11,58
9/4/2020,Galveston,1,0,49,22,14,27,2,68
9/4/2020,Harris,160,15,366,244,176,646,54,787
9/4/2020,Liberty,0,0,0,0,0,0,0,3
9/4/2020,Montgomery,5,5,38,20,14,63,23,70
9/5/2020,Brazoria,2,0,12,9,3,8,0,29
9/5/2020,Chambers,0,0,0,0,0,0,0,3
9/5/2020,Fort Bend,25,1,27,9,11,40,24,61
9/5/2020,Galveston,3,2,53,26,13,31,3,90
9/5/2020,Harris,170,19,347,231,172,610,64,766
9/5/2020,Liberty,0,0,0,0,0,0,0,3
9/5/2020,Montgomery,20,5,40,17,13,53,15,68
9/6/2020,Brazoria,1,0,13,8,4,7,2,35
9/6/2020,Chambers,0,0,0,0,0,0,0,3
9/6/2020,Fort Bend,10,4,25,12,10,52,22,59
9/6/2020,Galveston,3,0,57,27,12,31,4,87
9/6/2020,Harris,105,21,310,224,162,595,76,740
9/6/2020,Liberty,0,0,0,0,0,0,0,3
9/6/2020,Montgomery,11,3,31,22,16,56,27,74
9/7/2020,Austin,0,0,0,0,0,0,0,0
9/7/2020,Brazoria,2,0,16,7,2,7,2,35
9/7/2020,Chambers,0,0,0,0,0,0,0,3
9/7/2020,Fort Bend,12,4,27,11,9,53,31,44
9/7/2020,Galveston,1,0,41,23,10,7,2,34
9/7/2020,Harris,117,17,321,210,158,579,99,785
9/7/2020,Liberty,0,0,0,0,0,0,0,3
9/7/2020,Montgomery,24,8,25,20,15,55,28,83
9/8/2020,Austin,0,0,0,0,0,0,0,2
9/8/2020,Brazoria,3,1,17,8,4,8,3,31
9/8/2020,Chambers,0,0,0,0,0,0,0,3
