Departure,Average,Ratio,Class
5:00AM,65,1.0,1
5:15AM,65,1.0,1
5:30AM,62,0.9538461538461539,1
5:45AM,60,0.9230769230769231,1
6:00AM,58,0.8923076923076924,1
6:15AM,51,0.7846153846153846,1
6:30AM,42,0.6461538461538462,1.33
6:45AM,39,0.6,1.33
7:00AM,38,0.5846153846153846,1.33
7:15AM,35,0.5384615384615384,1.33
7:30AM,31,0.47692307692307695,2
7:45AM,29,0.4461538461538462,2
8:00AM,29,0.4461538461538462,2
8:15AM,31,0.47692307692307695,2
8:30AM,33,0.5076923076923077,1.33
8:45AM,36,0.5538461538461539,1.33
9:00AM,40,0.6153846153846154,1.33
9:15AM,44,0.676923076923077,1.33
9:30AM,48,0.7384615384615385,1.33
9:45AM,49,0.7538461538461538,1
10:00AM,52,0.8,1
10:15AM,55,0.8461538461538461,1
10:30AM,55,0.8461538461538461,1
10:45AM,56,0.8615384615384616,1
11:00AM,57,0.8769230769230769,1
11:15AM,58,0.8923076923076924,1
11:30AM,58,0.8923076923076924,1
11:45AM,58,0.8923076923076924,1
12:00PM,57,0.8769230769230769,1
12:15PM,56,0.8615384615384616,1
12:30PM,57,0.8769230769230769,1
12:45PM,57,0.8769230769230769,1
1:00PM,56,0.8615384615384616,1
1:15PM,56,0.8615384615384616,1
1:30PM,55,0.8461538461538461,1
1:45PM,55,0.8461538461538461,1
2:00PM,56,0.8615384615384616,1
2:15PM,54,0.8307692307692308,1
2:30PM,53,0.8153846153846154,1
2:45PM,52,0.8,1
3:00PM,52,0.8,1
3:15PM,51,0.7846153846153846,1
3:30PM,46,0.7076923076923077,1.33
3:45PM,43,0.6615384615384615,1.33
4:00PM,38,0.5846153846153846,1.33
4:15PM,35,0.5384615384615384,1.33
4:30PM,33,0.5076923076923077,1.33
4:45PM,32,0.49230769230769234,2
5:00PM,31,0.47692307692307695,2
5:15PM,30,0.46153846153846156,2
5:30PM,30,0.46153846153846156,2
5:45PM,30,0.46153846153846156,2
6:00PM,32,0.49230769230769234,2
6:15PM,33,0.5076923076923077,1.33
6:30PM,36,0.5538461538461539,1.33
6:45PM,41,0.6307692307692307,1.33
